STATISTIC,Statistic,TLIST(A1),Year,Age Code,Age of Mother at Maternity,PLC Code,Previous Liveborn Children,UNIT,VALUE
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,4,3,Number,60
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,5,4,Number,21
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,6,5,Number,17
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,8,6,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,10,7,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,12,9,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,37,37 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,26,Total Per Age Group,Number,645
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,1,0,Number,220
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,2,1,Number,247
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,3,2,Number,98
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,4,3,Number,44
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,5,4,Number,23
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,6,5,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,8,6,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,10,7,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,11,8,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,38,38 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,26,Total Per Age Group,Number,530
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,1,0,Number,182
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,2,1,Number,174
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,3,2,Number,107
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,4,3,Number,36
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,5,4,Number,15
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,6,5,Number,10
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,10,7,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,11,8,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,12,9,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,15,10 or more,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,39,39 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,26,Total Per Age Group,Number,382
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,1,0,Number,147
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,2,1,Number,124
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,3,2,Number,54
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,4,3,Number,28
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,5,4,Number,17
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,6,5,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,8,6,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,10,7,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,40,40 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,26,Total Per Age Group,Number,289
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,1,0,Number,107
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,2,1,Number,100
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,3,2,Number,36
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,4,3,Number,22
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,5,4,Number,14
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,6,5,Number,9
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,41,41 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,26,Total Per Age Group,Number,211
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,1,0,Number,69
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,2,1,Number,69
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,3,2,Number,39
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,4,3,Number,19
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,5,4,Number,8
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,6,5,Number,6
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,42,42 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,26,Total Per Age Group,Number,118
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,1,0,Number,36
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,2,1,Number,48
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,3,2,Number,16
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,4,3,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,5,4,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,6,5,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,8,6,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,43,43 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,26,Total Per Age Group,Number,70
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,1,0,Number,34
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,2,1,Number,15
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,3,2,Number,12
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,4,3,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,5,4,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,6,5,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,44,44 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,26,Total Per Age Group,Number,24
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,1,0,Number,23
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,2,1,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,3,2,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,290,15 years and under,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,26,Total Per Age Group,Number,969
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,1,0,Number,851
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,2,1,Number,105
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,3,2,Number,12
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,5,4,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,355,Under 20 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,26,Total Per Age Group,Number,4236
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,1,0,Number,2749
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,2,1,Number,1140
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,3,2,Number,275
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,4,3,Number,58
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,5,4,Number,10
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,6,5,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,8,6,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,365,20 - 24 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,26,Total Per Age Group,Number,6531
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,1,0,Number,3013
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,2,1,Number,2295
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,3,2,Number,856
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,4,3,Number,254
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,5,4,Number,79
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,6,5,Number,22
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,8,6,Number,8
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,10,7,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,11,8,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,410,25 - 29 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,26,Total Per Age Group,Number,6399
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,1,0,Number,2551
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,2,1,Number,2212
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,3,2,Number,1039
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,4,3,Number,378
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,5,4,Number,144
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,6,5,Number,45
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,8,6,Number,16
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,10,7,Number,11
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,11,8,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,15,10 or more,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,440,30 - 34 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,26,Total Per Age Group,Number,4105
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,1,0,Number,1497
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,2,1,Number,1421
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,3,2,Number,694
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,4,3,Number,280
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,5,4,Number,115
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,6,5,Number,57
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,8,6,Number,16
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,10,7,Number,15
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,11,8,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,12,9,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,15,10 or more,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,460,35 - 39 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,26,Total Per Age Group,Number,1070
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,1,0,Number,393
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,2,1,Number,356
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,3,2,Number,157
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,4,3,Number,81
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,5,4,Number,45
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,6,5,Number,27
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,8,6,Number,10
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,10,7,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,475,40 - 44 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,26,Total Per Age Group,Number,76
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,1,0,Number,31
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,2,1,Number,28
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,3,2,Number,11
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,4,3,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,5,4,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,10,7,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,510,45 years and over,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,26,Total Per Age Group,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,1,0,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,2,1,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,3,2,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,999,Age not stated,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,26,Total Per Age Group,Number,23386
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,1,0,Number,11085
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,2,1,Number,7557
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,3,2,Number,3044
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,4,3,Number,1053
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,5,4,Number,396
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,6,5,Number,153
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,8,6,Number,53
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,10,7,Number,30
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,11,8,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,12,9,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,15,10 or more,Number,6
VSA36C02,Births Outside Marriage/Civil Partnership,2016,2016,-,All ages,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,26,Total Per Age Group,Number,48
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,1,0,Number,45
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,2,1,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,3,2,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,16,16 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,26,Total Per Age Group,Number,128
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,1,0,Number,119
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,2,1,Number,8
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,3,2,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,17,17 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,26,Total Per Age Group,Number,250
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,1,0,Number,229
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,2,1,Number,18
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,3,2,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,18,18 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,26,Total Per Age Group,Number,461
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,1,0,Number,397
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,2,1,Number,58
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,3,2,Number,6
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,19,19 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,26,Total Per Age Group,Number,609
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,1,0,Number,473
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,2,1,Number,119
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,3,2,Number,15
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,4,3,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2017,2017,20,20 years,8,6,Number,
